  x   	 	   y   	 	  f(x,y)   
10	0	0.172547
14	0	-0.0471305
19	0	0.178714
15	0	-0.0259076
7	0	0.110431
12	0	0.0340518
11	0	0.106358
2	0	-0.375845
20	0	0.194093
9	0	0.20767
14	0	-0.0471305
17	0	0.086456
19	0	0.178714
18	0	0.140684
10	0	0.172547
8	0	0.188113
6	0	-0.00798402
11	0	0.106358
4	1	-0.0818103
3	1	-0.138929
18	1	0.355788
3	1	-0.138929
5	0	-0.145817
12	0	0.0340518
10	0	0.172547
3	0	-0.365735
11	1	0.363735
1	0	-0.312355
15	0	-0.0259076
3	1	-0.138929
20	0	0.194093
11	0	0.106358
14	1	0.293509
1	0	-0.312355
7	0	0.110431
3	0	-0.365735
5	0	-0.145817
20	0	0.194093
2	0	-0.375845
13	0	-0.0238801
6	0	-0.00798402
6	0	-0.00798402
17	0	0.086456
15	0	-0.0259076
10	0	0.172547
10	0	0.172547
18	0	0.140684
17	0	0.086456
14	1	0.293509
14	0	-0.0471305
16	0	0.0259932
2	0	-0.375845
7	0	0.110431
20	0	0.194093
18	0	0.140684
11	0	0.106358
4	1	-0.0818103
18	0	0.140684
13	0	-0.0238801
9	0	0.20767
7	1	0.261671
9	0	0.20767
16	0	0.0259932
3	0	-0.365735
16	0	0.0259932
16	0	0.0259932
16	0	0.0259932
11	0	0.106358
17	0	0.086456
13	0	-0.0238801
8	0	0.188113
7	0	0.110431
12	0	0.0340518
12	1	0.328895
6	0	-0.00798402
8	0	0.188113
7	0	0.110431
11	0	0.106358
11	0	0.106358
9	0	0.20767
10	0	0.172547
7	0	0.110431
5	0	-0.145817
10	0	0.172547
11	0	0.106358
7	0	0.110431
3	0	-0.365735
8	0	0.188113
18	0	0.140684
13	0	-0.0238801
14	0	-0.0471305
11	0	0.106358
6	1	0.143413
1	0	-0.312355
7	0	0.110431
14	0	-0.0471305
12	0	0.0340518
2	0	-0.375845
7	0	0.110431
2	0	-0.375845
1	0	-0.312355
1	0	-0.312355
13	0	-0.0238801
7	1	0.261671
1	0	-0.312355
13	0	-0.0238801
15	1	0.297683
17	0	0.086456
17	0	0.086456
5	0	-0.145817
14	0	-0.0471305
8	0	0.188113
4	0	-0.278026
20	0	0.194093
2	0	-0.375845
10	0	0.172547
20	0	0.194093
10	0	0.172547
15	1	0.297683
14	0	-0.0471305
15	0	-0.0259076
2	0	-0.375845
17	0	0.086456
6	0	-0.00798402
6	0	-0.00798402
2	0	-0.375845
5	0	-0.145817
4	0	-0.278026
14	0	-0.0471305
9	0	0.20767
16	0	0.0259932
1	1	-0.0823267
15	1	0.297683
13	0	-0.0238801
5	0	-0.145817
5	0	-0.145817
7	0	0.110431
2	0	-0.375845
12	0	0.0340518
10	0	0.172547
14	1	0.293509
6	0	-0.00798402
3	0	-0.365735
17	0	0.086456
9	0	0.20767
17	0	0.086456
16	0	0.0259932
15	1	0.297683
4	0	-0.278026
9	0	0.20767
2	0	-0.375845
18	0	0.140684
5	0	-0.145817
4	0	-0.278026
2	0	-0.375845
18	0	0.140684
19	0	0.178714
9	1	0.39646
2	0	-0.375845
3	0	-0.365735
3	0	-0.365735
8	0	0.188113
3	0	-0.365735
5	0	-0.145817
12	0	0.0340518
3	0	-0.365735
13	0	-0.0238801
2	0	-0.375845
13	0	-0.0238801
13	0	-0.0238801
1	0	-0.312355
1	0	-0.312355
2	0	-0.375845
13	0	-0.0238801
4	0	-0.278026
11	0	0.106358
18	0	0.140684
17	0	0.086456
12	0	0.0340518
1	0	-0.312355
11	0	0.106358
1	1	-0.0823267
6	0	-0.00798402
5	0	-0.145817
13	0	-0.0238801
10	0	0.172547
15	0	-0.0259076
8	0	0.188113
14	1	0.293509
17	0	0.086456
7	0	0.110431
16	0	0.0259932
11	0	0.106358
13	0	-0.0238801
14	0	-0.0471305
6	0	-0.00798402
14	0	-0.0471305
16	0	0.0259932
18	0	0.140684
11	0	0.106358
14	0	-0.0471305
8	0	0.188113
9	0	0.20767
2	0	-0.375845
11	0	0.106358
20	0	0.194093
10	0	0.172547
3	0	-0.365735
13	0	-0.0238801
13	0	-0.0238801
9	0	0.20767
9	0	0.20767
3	0	-0.365735
13	0	-0.0238801
8	0	0.188113
1	0	-0.312355
5	0	-0.145817
16	0	0.0259932
17	0	0.086456
4	0	-0.278026
13	0	-0.0238801
8	0	0.188113
8	0	0.188113
8	0	0.188113
7	0	0.110431
12	1	0.328895
3	0	-0.365735
17	0	0.086456
17	0	0.086456
12	0	0.0340518
4	0	-0.278026
17	1	0.333794
12	0	0.0340518
5	0	-0.145817
20	0	0.194093
5	0	-0.145817
10	0	0.172547
14	0	-0.0471305
1	0	-0.312355
17	0	0.086456
13	0	-0.0238801
16	0	0.0259932
20	0	0.194093
2	0	-0.375845
7	0	0.110431
17	0	0.086456
17	0	0.086456
16	0	0.0259932
14	0	-0.0471305
1	0	-0.312355
2	0	-0.375845
8	0	0.188113
4	0	-0.278026
6	0	-0.00798402
13	0	-0.0238801
1	0	-0.312355
3	0	-0.365735
2	0	-0.375845
14	1	0.293509
12	0	0.0340518
7	0	0.110431
4	0	-0.278026
13	0	-0.0238801
5	0	-0.145817
3	0	-0.365735
18	0	0.140684
4	0	-0.278026
11	0	0.106358
11	1	0.363735
18	0	0.140684
17	1	0.333794
1	0	-0.312355
4	0	-0.278026
3	0	-0.365735
9	0	0.20767
15	0	-0.0259076
17	0	0.086456
11	0	0.106358
4	0	-0.278026
8	0	0.188113
14	0	-0.0471305
20	0	0.194093
17	0	0.086456
2	0	-0.375845
14	1	0.293509
15	1	0.297683
5	0	-0.145817
13	0	-0.0238801
7	0	0.110431
6	0	-0.00798402
6	0	-0.00798402
14	0	-0.0471305
4	0	-0.278026
18	0	0.140684
16	0	0.0259932
11	0	0.106358
18	0	0.140684
20	0	0.194093
10	0	0.172547
19	0	0.178714
9	1	0.39646
11	0	0.106358
17	0	0.086456
10	0	0.172547
20	0	0.194093
5	0	-0.145817
17	0	0.086456
11	0	0.106358
11	0	0.106358
3	0	-0.365735
11	0	0.106358
7	1	0.261671
16	0	0.0259932
10	0	0.172547
11	0	0.106358
18	0	0.140684
2	1	-0.136014
11	0	0.106358
20	0	0.194093
16	0	0.0259932
8	0	0.188113
18	0	0.140684
4	0	-0.278026
20	0	0.194093
1	0	-0.312355
3	0	-0.365735
17	0	0.086456
9	0	0.20767
17	1	0.333794
4	0	-0.278026
17	0	0.086456
18	0	0.140684
3	0	-0.365735
1	0	-0.312355
7	0	0.110431
13	0	-0.0238801
2	0	-0.375845
20	0	0.194093
18	0	0.140684
18	0	0.140684
3	0	-0.365735
4	0	-0.278026
18	0	0.140684
17	0	0.086456
2	0	-0.375845
11	0	0.106358
17	0	0.086456
11	0	0.106358
1	0	-0.312355
8	0	0.188113
8	0	0.188113
2	0	-0.375845
7	0	0.110431
10	0	0.172547
7	0	0.110431
10	0	0.172547
15	1	0.297683
2	0	-0.375845
11	1	0.363735
7	0	0.110431
11	0	0.106358
9	0	0.20767
20	0	0.194093
12	0	0.0340518
3	0	-0.365735
3	0	-0.365735
7	0	0.110431
5	0	-0.145817
3	0	-0.365735
6	0	-0.00798402
9	0	0.20767
10	0	0.172547
15	0	-0.0259076
8	0	0.188113
13	0	-0.0238801
16	0	0.0259932
8	1	0.352365
1	0	-0.312355
4	0	-0.278026
6	0	-0.00798402
11	0	0.106358
10	0	0.172547
9	0	0.20767
10	0	0.172547
18	0	0.140684
10	0	0.172547
13	0	-0.0238801
5	0	-0.145817
14	0	-0.0471305
8	0	0.188113
4	0	-0.278026
1	0	-0.312355
9	0	0.20767
17	0	0.086456
18	0	0.140684
14	0	-0.0471305
9	1	0.39646
14	0	-0.0471305
4	0	-0.278026
7	0	0.110431
18	0	0.140684
10	0	0.172547
16	0	0.0259932
17	0	0.086456
3	0	-0.365735
17	0	0.086456
8	0	0.188113
18	1	0.355788
6	0	-0.00798402
15	1	0.297683
10	0	0.172547
1	0	-0.312355
8	0	0.188113
11	0	0.106358
8	1	0.352365
13	0	-0.0238801
4	0	-0.278026
11	1	0.363735
16	0	0.0259932
11	0	0.106358
16	0	0.0259932
20	0	0.194093
11	0	0.106358
3	0	-0.365735
5	0	-0.145817
12	0	0.0340518
17	0	0.086456
3	0	-0.365735
5	0	-0.145817
15	0	-0.0259076
18	0	0.140684
15	0	-0.0259076
7	0	0.110431
7	0	0.110431
13	0	-0.0238801
8	0	0.188113
19	0	0.178714
7	0	0.110431
20	0	0.194093
4	0	-0.278026
2	0	-0.375845
16	0	0.0259932
2	0	-0.375845
20	0	0.194093
17	0	0.086456
4	0	-0.278026
16	0	0.0259932
15	1	0.297683
5	0	-0.145817
4	0	-0.278026
11	0	0.106358
6	0	-0.00798402
10	0	0.172547
12	0	0.0340518
1	0	-0.312355
15	0	-0.0259076
16	0	0.0259932
13	0	-0.0238801
14	0	-0.0471305
14	0	-0.0471305
4	0	-0.278026
7	0	0.110431
15	1	0.297683
1	0	-0.312355
4	0	-0.278026
4	0	-0.278026
16	0	0.0259932
4	0	-0.278026
18	0	0.140684
13	1	0.303649
11	0	0.106358
20	0	0.194093
10	0	0.172547
1	0	-0.312355
3	0	-0.365735
16	0	0.0259932
20	0	0.194093
17	0	0.086456
16	0	0.0259932
1	0	-0.312355
14	0	-0.0471305
4	1	-0.0818103
9	0	0.20767
18	0	0.140684
3	0	-0.365735
18	0	0.140684
5	0	-0.145817
9	0	0.20767
11	0	0.106358
10	1	0.393778
18	0	0.140684
2	0	-0.375845
17	0	0.086456
18	0	0.140684
11	0	0.106358
2	0	-0.375845
8	0	0.188113
2	0	-0.375845
11	0	0.106358
1	0	-0.312355
2	0	-0.375845
7	0	0.110431
2	0	-0.375845
18	0	0.140684
1	0	-0.312355
3	0	-0.365735
20	0	0.194093
10	0	0.172547
15	0	-0.0259076
7	0	0.110431
6	0	-0.00798402
8	0	0.188113
11	0	0.106358
11	0	0.106358
1	0	-0.312355
3	0	-0.365735
15	1	0.297683
6	0	-0.00798402
2	0	-0.375845
6	0	-0.00798402
13	0	-0.0238801
2	0	-0.375845
5	0	-0.145817
7	0	0.110431
12	0	0.0340518
5	1	0.0209681
5	0	-0.145817
5	0	-0.145817
2	0	-0.375845
10	1	0.393778
9	0	0.20767
4	0	-0.278026
19	0	0.178714
7	0	0.110431
12	0	0.0340518
20	0	0.194093
7	0	0.110431
9	0	0.20767
7	0	0.110431
16	0	0.0259932
2	0	-0.375845
15	0	-0.0259076
19	1	0.37061
18	0	0.140684
14	0	-0.0471305
7	0	0.110431
20	0	0.194093
6	0	-0.00798402
10	0	0.172547
16	0	0.0259932
4	0	-0.278026
7	0	0.110431
1	1	-0.0823267
1	1	-0.0823267
2	0	-0.375845
10	0	0.172547
3	1	-0.138929
4	0	-0.278026
11	0	0.106358
16	0	0.0259932
7	0	0.110431
18	0	0.140684
14	0	-0.0471305
5	0	-0.145817
20	0	0.194093
4	0	-0.278026
6	0	-0.00798402
9	0	0.20767
17	0	0.086456
4	0	-0.278026
15	0	-0.0259076
16	0	0.0259932
14	1	0.293509
9	0	0.20767
18	0	0.140684
10	0	0.172547
14	1	0.293509
10	0	0.172547
2	0	-0.375845
9	0	0.20767
5	0	-0.145817
11	1	0.363735
20	0	0.194093
10	0	0.172547
9	0	0.20767
17	0	0.086456
7	0	0.110431
5	0	-0.145817
9	0	0.20767
13	0	-0.0238801
4	0	-0.278026
14	0	-0.0471305
3	0	-0.365735
18	0	0.140684
15	0	-0.0259076
17	0	0.086456
16	0	0.0259932
11	0	0.106358
10	0	0.172547
2	0	-0.375845
7	0	0.110431
18	0	0.140684
17	0	0.086456
16	0	0.0259932
10	0	0.172547
8	0	0.188113
7	0	0.110431
14	1	0.293509
14	1	0.293509
8	0	0.188113
16	0	0.0259932
7	0	0.110431
2	0	-0.375845
18	0	0.140684
7	0	0.110431
5	0	-0.145817
7	0	0.110431
9	0	0.20767
6	0	-0.00798402
20	0	0.194093
14	1	0.293509
7	0	0.110431
3	1	-0.138929
5	0	-0.145817
3	0	-0.365735
5	1	0.0209681
14	0	-0.0471305
7	0	0.110431
3	1	-0.138929
13	1	0.303649
6	0	-0.00798402
18	0	0.140684
9	0	0.20767
16	0	0.0259932
6	0	-0.00798402
10	0	0.172547
4	0	-0.278026
13	0	-0.0238801
7	0	0.110431
13	0	-0.0238801
8	0	0.188113
20	0	0.194093
20	0	0.194093
16	0	0.0259932
4	0	-0.278026
13	0	-0.0238801
8	0	0.188113
1	0	-0.312355
20	0	0.194093
17	0	0.086456
13	0	-0.0238801
1	0	-0.312355
19	0	0.178714
17	0	0.086456
3	0	-0.365735
14	1	0.293509
20	1	0.372946
20	1	0.372946
13	0	-0.0238801
3	1	-0.138929
9	0	0.20767
6	0	-0.00798402
20	0	0.194093
1	0	-0.312355
5	0	-0.145817
10	0	0.172547
10	0	0.172547
14	1	0.293509
6	0	-0.00798402
16	0	0.0259932
5	0	-0.145817
6	0	-0.00798402
17	0	0.086456
13	0	-0.0238801
7	0	0.110431
14	0	-0.0471305
4	0	-0.278026
20	0	0.194093
16	0	0.0259932
18	0	0.140684
10	0	0.172547
1	0	-0.312355
17	0	0.086456
20	0	0.194093
6	0	-0.00798402
4	0	-0.278026
20	0	0.194093
16	0	0.0259932
1	0	-0.312355
11	0	0.106358
15	0	-0.0259076
10	0	0.172547
3	0	-0.365735
13	0	-0.0238801
1	0	-0.312355
2	0	-0.375845
1	0	-0.312355
17	0	0.086456
10	0	0.172547
17	0	0.086456
16	0	0.0259932
18	0	0.140684
17	0	0.086456
20	0	0.194093
4	0	-0.278026
3	0	-0.365735
7	0	0.110431
4	0	-0.278026
9	0	0.20767
6	0	-0.00798402
9	0	0.20767
9	0	0.20767
10	0	0.172547
13	0	-0.0238801
16	0	0.0259932
17	0	0.086456
4	0	-0.278026
3	1	-0.138929
4	0	-0.278026
18	0	0.140684
2	0	-0.375845
1	0	-0.312355
11	0	0.106358
5	0	-0.145817
9	0	0.20767
1	0	-0.312355
7	0	0.110431
10	0	0.172547
2	0	-0.375845
13	0	-0.0238801
13	0	-0.0238801
2	1	-0.136014
2	0	-0.375845
20	1	0.372946
8	0	0.188113
12	1	0.328895
20	0	0.194093
18	0	0.140684
3	0	-0.365735
14	0	-0.0471305
12	0	0.0340518
5	0	-0.145817
13	0	-0.0238801
2	0	-0.375845
10	0	0.172547
2	0	-0.375845
18	1	0.355788
14	1	0.293509
7	0	0.110431
14	1	0.293509
10	0	0.172547
8	0	0.188113
18	0	0.140684
20	0	0.194093
10	0	0.172547
10	0	0.172547
14	1	0.293509
17	0	0.086456
